excluded_image_file,corresponding_label_file
00071_frame_1164.jpg,00071_frame_1164.txt
00071_frame_1176.jpg,00071_frame_1176.txt
00071_frame_1188.jpg,00071_frame_1188.txt
00071_frame_12.jpg,00071_frame_12.txt
00071_frame_120.jpg,00071_frame_120.txt
00071_frame_1200.jpg,00071_frame_1200.txt
00071_frame_1212.jpg,00071_frame_1212.txt
00071_frame_1224.jpg,00071_frame_1224.txt
00071_frame_1236.jpg,00071_frame_1236.txt
00071_frame_1248.jpg,00071_frame_1248.txt
00071_frame_1260.jpg,00071_frame_1260.txt
00071_frame_1272.jpg,00071_frame_1272.txt
00071_frame_1284.jpg,00071_frame_1284.txt
00071_frame_1296.jpg,00071_frame_1296.txt
00071_frame_1308.jpg,00071_frame_1308.txt
00071_frame_132.jpg,00071_frame_132.txt
00071_frame_144.jpg,00071_frame_144.txt
00071_frame_156.jpg,00071_frame_156.txt
00071_frame_168.jpg,00071_frame_168.txt
00071_frame_180.jpg,00071_frame_180.txt
00071_frame_192.jpg,00071_frame_192.txt
00071_frame_216.jpg,00071_frame_216.txt
00071_frame_228.jpg,00071_frame_228.txt
00071_frame_24.jpg,00071_frame_24.txt
00071_frame_252.jpg,00071_frame_252.txt
00071_frame_264.jpg,00071_frame_264.txt
00071_frame_276.jpg,00071_frame_276.txt
00071_frame_300.jpg,00071_frame_300.txt
00071_frame_324.jpg,00071_frame_324.txt
00071_frame_348.jpg,00071_frame_348.txt
00071_frame_36.jpg,00071_frame_36.txt
00071_frame_384.jpg,00071_frame_384.txt
00071_frame_396.jpg,00071_frame_396.txt
00071_frame_420.jpg,00071_frame_420.txt
00071_frame_432.jpg,00071_frame_432.txt
00071_frame_444.jpg,00071_frame_444.txt
00071_frame_456.jpg,00071_frame_456.txt
00071_frame_48.jpg,00071_frame_48.txt
00071_frame_480.jpg,00071_frame_480.txt
00071_frame_492.jpg,00071_frame_492.txt
00071_frame_504.jpg,00071_frame_504.txt
00071_frame_516.jpg,00071_frame_516.txt
00071_frame_528.jpg,00071_frame_528.txt
00071_frame_540.jpg,00071_frame_540.txt
00071_frame_552.jpg,00071_frame_552.txt
00071_frame_576.jpg,00071_frame_576.txt
00071_frame_588.jpg,00071_frame_588.txt
00071_frame_60.jpg,00071_frame_60.txt
00071_frame_600.jpg,00071_frame_600.txt
00071_frame_612.jpg,00071_frame_612.txt
00071_frame_624.jpg,00071_frame_624.txt
00071_frame_636.jpg,00071_frame_636.txt
00071_frame_648.jpg,00071_frame_648.txt
00071_frame_660.jpg,00071_frame_660.txt
00071_frame_672.jpg,00071_frame_672.txt
00071_frame_684.jpg,00071_frame_684.txt
00071_frame_696.jpg,00071_frame_696.txt
00071_frame_708.jpg,00071_frame_708.txt
00071_frame_72.jpg,00071_frame_72.txt
00071_frame_720.jpg,00071_frame_720.txt
00071_frame_732.jpg,00071_frame_732.txt
00071_frame_744.jpg,00071_frame_744.txt
00071_frame_756.jpg,00071_frame_756.txt
00071_frame_768.jpg,00071_frame_768.txt
00071_frame_780.jpg,00071_frame_780.txt
00071_frame_792.jpg,00071_frame_792.txt
00071_frame_804.jpg,00071_frame_804.txt
00071_frame_816.jpg,00071_frame_816.txt
00071_frame_828.jpg,00071_frame_828.txt
00071_frame_84.jpg,00071_frame_84.txt
00071_frame_840.jpg,00071_frame_840.txt
00071_frame_852.jpg,00071_frame_852.txt
00071_frame_876.jpg,00071_frame_876.txt
00071_frame_900.jpg,00071_frame_900.txt
00071_frame_924.jpg,00071_frame_924.txt
00071_frame_948.jpg,00071_frame_948.txt
00071_frame_96.jpg,00071_frame_96.txt
00071_frame_960.jpg,00071_frame_960.txt
00071_frame_972.jpg,00071_frame_972.txt
00071_frame_996.jpg,00071_frame_996.txt
00072_frame_1008.jpg,00072_frame_1008.txt
00072_frame_1020.jpg,00072_frame_1020.txt
00072_frame_108.jpg,00072_frame_108.txt
00072_frame_12.jpg,00072_frame_12.txt
00072_frame_120.jpg,00072_frame_120.txt
00072_frame_132.jpg,00072_frame_132.txt
00072_frame_144.jpg,00072_frame_144.txt
00072_frame_156.jpg,00072_frame_156.txt
00072_frame_168.jpg,00072_frame_168.txt
00072_frame_180.jpg,00072_frame_180.txt
00072_frame_192.jpg,00072_frame_192.txt
00072_frame_204.jpg,00072_frame_204.txt
00072_frame_216.jpg,00072_frame_216.txt
00072_frame_228.jpg,00072_frame_228.txt
00072_frame_24.jpg,00072_frame_24.txt
00072_frame_240.jpg,00072_frame_240.txt
00072_frame_252.jpg,00072_frame_252.txt
00072_frame_264.jpg,00072_frame_264.txt
00072_frame_276.jpg,00072_frame_276.txt
00072_frame_288.jpg,00072_frame_288.txt
00072_frame_300.jpg,00072_frame_300.txt
00072_frame_312.jpg,00072_frame_312.txt
00072_frame_324.jpg,00072_frame_324.txt
00072_frame_36.jpg,00072_frame_36.txt
00072_frame_360.jpg,00072_frame_360.txt
00072_frame_372.jpg,00072_frame_372.txt
00072_frame_384.jpg,00072_frame_384.txt
00072_frame_396.jpg,00072_frame_396.txt
00072_frame_408.jpg,00072_frame_408.txt
00072_frame_420.jpg,00072_frame_420.txt
00072_frame_432.jpg,00072_frame_432.txt
00072_frame_444.jpg,00072_frame_444.txt
00072_frame_456.jpg,00072_frame_456.txt
00072_frame_468.jpg,00072_frame_468.txt
00072_frame_48.jpg,00072_frame_48.txt
00072_frame_480.jpg,00072_frame_480.txt
00072_frame_492.jpg,00072_frame_492.txt
00072_frame_504.jpg,00072_frame_504.txt
00072_frame_516.jpg,00072_frame_516.txt
00072_frame_528.jpg,00072_frame_528.txt
00072_frame_540.jpg,00072_frame_540.txt
00072_frame_552.jpg,00072_frame_552.txt
00072_frame_564.jpg,00072_frame_564.txt
00072_frame_576.jpg,00072_frame_576.txt
00072_frame_588.jpg,00072_frame_588.txt
00072_frame_60.jpg,00072_frame_60.txt
00072_frame_612.jpg,00072_frame_612.txt
00072_frame_624.jpg,00072_frame_624.txt
00072_frame_636.jpg,00072_frame_636.txt
00072_frame_648.jpg,00072_frame_648.txt
00072_frame_660.jpg,00072_frame_660.txt
00072_frame_672.jpg,00072_frame_672.txt
00072_frame_684.jpg,00072_frame_684.txt
00072_frame_696.jpg,00072_frame_696.txt
00072_frame_708.jpg,00072_frame_708.txt
00072_frame_72.jpg,00072_frame_72.txt
00072_frame_720.jpg,00072_frame_720.txt
00072_frame_732.jpg,00072_frame_732.txt
00072_frame_744.jpg,00072_frame_744.txt
00072_frame_756.jpg,00072_frame_756.txt
00072_frame_768.jpg,00072_frame_768.txt
00072_frame_780.jpg,00072_frame_780.txt
00072_frame_792.jpg,00072_frame_792.txt
00072_frame_804.jpg,00072_frame_804.txt
00072_frame_816.jpg,00072_frame_816.txt
00072_frame_828.jpg,00072_frame_828.txt
00072_frame_84.jpg,00072_frame_84.txt
00072_frame_840.jpg,00072_frame_840.txt
00072_frame_852.jpg,00072_frame_852.txt
00072_frame_864.jpg,00072_frame_864.txt
00072_frame_876.jpg,00072_frame_876.txt
00072_frame_900.jpg,00072_frame_900.txt
00072_frame_912.jpg,00072_frame_912.txt
00072_frame_924.jpg,00072_frame_924.txt
00072_frame_936.jpg,00072_frame_936.txt
00072_frame_948.jpg,00072_frame_948.txt
00072_frame_96.jpg,00072_frame_96.txt
00072_frame_960.jpg,00072_frame_960.txt
00072_frame_972.jpg,00072_frame_972.txt
00073_frame_0.jpg,00073_frame_0.txt
00073_frame_108.jpg,00073_frame_108.txt
00073_frame_12.jpg,00073_frame_12.txt
00073_frame_132.jpg,00073_frame_132.txt
00073_frame_144.jpg,00073_frame_144.txt
00073_frame_156.jpg,00073_frame_156.txt
00073_frame_168.jpg,00073_frame_168.txt
00073_frame_180.jpg,00073_frame_180.txt
00073_frame_192.jpg,00073_frame_192.txt
00073_frame_204.jpg,00073_frame_204.txt
00073_frame_24.jpg,00073_frame_24.txt
00073_frame_36.jpg,00073_frame_36.txt
00073_frame_48.jpg,00073_frame_48.txt
00073_frame_60.jpg,00073_frame_60.txt
00073_frame_72.jpg,00073_frame_72.txt
00073_frame_84.jpg,00073_frame_84.txt
00073_frame_96.jpg,00073_frame_96.txt
00092_frame_120.jpg,00092_frame_120.txt
00092_frame_132.jpg,00092_frame_132.txt
00092_frame_144.jpg,00092_frame_144.txt
00092_frame_156.jpg,00092_frame_156.txt
00092_frame_168.jpg,00092_frame_168.txt
00092_frame_36.jpg,00092_frame_36.txt
00092_frame_48.jpg,00092_frame_48.txt
00092_frame_60.jpg,00092_frame_60.txt
00092_frame_72.jpg,00092_frame_72.txt
00093_frame_132.jpg,00093_frame_132.txt
00093_frame_144.jpg,00093_frame_144.txt
00093_frame_168.jpg,00093_frame_168.txt
00093_frame_228.jpg,00093_frame_228.txt
00093_frame_24.jpg,00093_frame_24.txt
00093_frame_240.jpg,00093_frame_240.txt
00093_frame_252.jpg,00093_frame_252.txt
00093_frame_264.jpg,00093_frame_264.txt
00093_frame_276.jpg,00093_frame_276.txt
00093_frame_288.jpg,00093_frame_288.txt
00093_frame_300.jpg,00093_frame_300.txt
00093_frame_312.jpg,00093_frame_312.txt
00093_frame_324.jpg,00093_frame_324.txt
00093_frame_336.jpg,00093_frame_336.txt
00093_frame_348.jpg,00093_frame_348.txt
00093_frame_36.jpg,00093_frame_36.txt
00093_frame_360.jpg,00093_frame_360.txt
00093_frame_372.jpg,00093_frame_372.txt
00093_frame_384.jpg,00093_frame_384.txt
00093_frame_396.jpg,00093_frame_396.txt
00093_frame_408.jpg,00093_frame_408.txt
00093_frame_420.jpg,00093_frame_420.txt
00093_frame_48.jpg,00093_frame_48.txt
00093_frame_60.jpg,00093_frame_60.txt
00093_frame_72.jpg,00093_frame_72.txt
