image_file,label_file
C0094_frame_2325.jpg,C0094_frame_2325.txt
00109_frame_264.jpg,00109_frame_264.txt
00085_frame_156.jpg,00085_frame_156.txt
00115_frame_240.jpg,00115_frame_240.txt
00083_frame_84.jpg,00083_frame_84.txt
C0103_frame_1625.jpg,C0103_frame_1625.txt
C0101_frame_25.jpg,C0101_frame_25.txt
00081_frame_396.jpg,00081_frame_396.txt
00065_frame_96.jpg,00065_frame_96.txt
00075_frame_204.jpg,00075_frame_204.txt
00074_frame_204.jpg,00074_frame_204.txt
00046_frame_108.jpg,00046_frame_108.txt
00046_frame_96.jpg,00046_frame_96.txt
00060_frame_372.jpg,00060_frame_372.txt
00109_frame_504.jpg,00109_frame_504.txt
00090_frame_240.jpg,00090_frame_240.txt
00082_frame_36.jpg,00082_frame_36.txt
C0095_frame_1125.jpg,C0095_frame_1125.txt
00086_frame_324.jpg,00086_frame_324.txt
00084_frame_312.jpg,00084_frame_312.txt
00077_frame_792.jpg,00077_frame_792.txt
00065_frame_744.jpg,00065_frame_744.txt
00069_frame_372.jpg,00069_frame_372.txt
00114_frame_24.jpg,00114_frame_24.txt
00084_frame_228.jpg,00084_frame_228.txt
00083_frame_240.jpg,00083_frame_240.txt
00085_frame_420.jpg,00085_frame_420.txt
C0083_frame_650.jpg,C0083_frame_650.txt
00084_frame_72.jpg,00084_frame_72.txt
C0095_frame_1575.jpg,C0095_frame_1575.txt
00081_frame_432.jpg,00081_frame_432.txt
00088_frame_216.jpg,00088_frame_216.txt
00110_frame_276.jpg,00110_frame_276.txt
00047_frame_0.jpg,00047_frame_0.txt
00075_frame_12.jpg,00075_frame_12.txt
00075_frame_828.jpg,00075_frame_828.txt
00082_frame_24.jpg,00082_frame_24.txt
C0095_frame_2450.jpg,C0095_frame_2450.txt
00054_frame_216.jpg,00054_frame_216.txt
00081_frame_528.jpg,00081_frame_528.txt
00111_frame_72.jpg,00111_frame_72.txt
C0107_frame_425.jpg,C0107_frame_425.txt
C0091_frame_1575.jpg,C0091_frame_1575.txt
00086_frame_12.jpg,00086_frame_12.txt
00069_frame_36.jpg,00069_frame_36.txt
00081_frame_924.jpg,00081_frame_924.txt
00065_frame_108.jpg,00065_frame_108.txt
C0103_frame_350.jpg,C0103_frame_350.txt
00117_frame_780.jpg,00117_frame_780.txt
C0107_frame_0.jpg,C0107_frame_0.txt
00049_frame_96.jpg,00049_frame_96.txt
00109_frame_312.jpg,00109_frame_312.txt
00074_frame_144.jpg,00074_frame_144.txt
C0103_frame_750.jpg,C0103_frame_750.txt
00078_frame_348.jpg,00078_frame_348.txt
00054_frame_168.jpg,00054_frame_168.txt
00065_frame_540.jpg,00065_frame_540.txt
C0076_frame_0.jpg,C0076_frame_0.txt
00079_frame_876.jpg,00079_frame_876.txt
00060_frame_300.jpg,00060_frame_300.txt
C0119_frame_950.jpg,C0119_frame_950.txt
00046_frame_228.jpg,00046_frame_228.txt
00052_frame_84.jpg,00052_frame_84.txt
00045_frame_0.jpg,00045_frame_0.txt
00081_frame_852.jpg,00081_frame_852.txt
00088_frame_828.jpg,00088_frame_828.txt
00087_frame_432.jpg,00087_frame_432.txt
00050_frame_72.jpg,00050_frame_72.txt
00097_frame_384.jpg,00097_frame_384.txt
C0094_frame_1300.jpg,C0094_frame_1300.txt
00065_frame_720.jpg,00065_frame_720.txt
00068_frame_84.jpg,00068_frame_84.txt
00056_frame_216.jpg,00056_frame_216.txt
00097_frame_648.jpg,00097_frame_648.txt
00048_frame_0.jpg,00048_frame_0.txt
C0076_frame_1175.jpg,C0076_frame_1175.txt
C0094_frame_1800.jpg,C0094_frame_1800.txt
00074_frame_192.jpg,00074_frame_192.txt
00110_frame_456.jpg,00110_frame_456.txt
C0078_frame_325.jpg,C0078_frame_325.txt
00098_frame_252.jpg,00098_frame_252.txt
00077_frame_708.jpg,00077_frame_708.txt
00061_frame_0.jpg,00061_frame_0.txt
00045_frame_24.jpg,00045_frame_24.txt
00075_frame_72.jpg,00075_frame_72.txt
00110_frame_300.jpg,00110_frame_300.txt
00088_frame_876.jpg,00088_frame_876.txt
00088_frame_660.jpg,00088_frame_660.txt
C0084_frame_100.jpg,C0084_frame_100.txt
00084_frame_360.jpg,00084_frame_360.txt
00114_frame_132.jpg,00114_frame_132.txt
00117_frame_456.jpg,00117_frame_456.txt
00058_frame_336.jpg,00058_frame_336.txt
C0101_frame_300.jpg,C0101_frame_300.txt
00066_frame_672.jpg,00066_frame_672.txt
00083_frame_384.jpg,00083_frame_384.txt
00089_frame_0.jpg,00089_frame_0.txt
00058_frame_132.jpg,00058_frame_132.txt
00090_frame_252.jpg,00090_frame_252.txt
C0097_frame_1175.jpg,C0097_frame_1175.txt
00085_frame_228.jpg,00085_frame_228.txt
00075_frame_120.jpg,00075_frame_120.txt
00050_frame_96.jpg,00050_frame_96.txt
00080_frame_84.jpg,00080_frame_84.txt
C0093_frame_2250.jpg,C0093_frame_2250.txt
00061_frame_564.jpg,00061_frame_564.txt
00058_frame_36.jpg,00058_frame_36.txt
00088_frame_948.jpg,00088_frame_948.txt
00075_frame_48.jpg,00075_frame_48.txt
00085_frame_312.jpg,00085_frame_312.txt
00079_frame_888.jpg,00079_frame_888.txt
00079_frame_360.jpg,00079_frame_360.txt
00060_frame_36.jpg,00060_frame_36.txt
00086_frame_24.jpg,00086_frame_24.txt
00065_frame_624.jpg,00065_frame_624.txt
C0119_frame_125.jpg,C0119_frame_125.txt
C0095_frame_100.jpg,C0095_frame_100.txt
00055_frame_168.jpg,00055_frame_168.txt
00079_frame_348.jpg,00079_frame_348.txt
00050_frame_312.jpg,00050_frame_312.txt
00049_frame_108.jpg,00049_frame_108.txt
00077_frame_444.jpg,00077_frame_444.txt
00109_frame_252.jpg,00109_frame_252.txt
00077_frame_60.jpg,00077_frame_60.txt
C0085_frame_0.jpg,C0085_frame_0.txt
00046_frame_564.jpg,00046_frame_564.txt
C0091_frame_1725.jpg,C0091_frame_1725.txt
00085_frame_372.jpg,00085_frame_372.txt
00083_frame_456.jpg,00083_frame_456.txt
00076_frame_24.jpg,00076_frame_24.txt
00111_frame_48.jpg,00111_frame_48.txt
00075_frame_420.jpg,00075_frame_420.txt
00081_frame_816.jpg,00081_frame_816.txt
00076_frame_192.jpg,00076_frame_192.txt
00056_frame_228.jpg,00056_frame_228.txt
00084_frame_84.jpg,00084_frame_84.txt
C0103_frame_125.jpg,C0103_frame_125.txt
00088_frame_588.jpg,00088_frame_588.txt
00097_frame_588.jpg,00097_frame_588.txt
00062_frame_84.jpg,00062_frame_84.txt
00060_frame_72.jpg,00060_frame_72.txt
00089_frame_48.jpg,00089_frame_48.txt
00086_frame_228.jpg,00086_frame_228.txt
00066_frame_204.jpg,00066_frame_204.txt
00081_frame_420.jpg,00081_frame_420.txt
00097_frame_708.jpg,00097_frame_708.txt
00077_frame_144.jpg,00077_frame_144.txt
00082_frame_48.jpg,00082_frame_48.txt
00090_frame_264.jpg,00090_frame_264.txt
00068_frame_180.jpg,00068_frame_180.txt
00111_frame_312.jpg,00111_frame_312.txt
C0106_frame_800.jpg,C0106_frame_800.txt
00050_frame_228.jpg,00050_frame_228.txt
00087_frame_444.jpg,00087_frame_444.txt
00079_frame_576.jpg,00079_frame_576.txt
00047_frame_12.jpg,00047_frame_12.txt
00065_frame_564.jpg,00065_frame_564.txt
C0123_frame_1300.jpg,C0123_frame_1300.txt
00063_frame_132.jpg,00063_frame_132.txt
00048_frame_108.jpg,00048_frame_108.txt
00109_frame_300.jpg,00109_frame_300.txt
00087_frame_384.jpg,00087_frame_384.txt
00048_frame_36.jpg,00048_frame_36.txt
00081_frame_888.jpg,00081_frame_888.txt
00109_frame_12.jpg,00109_frame_12.txt
00065_frame_264.jpg,00065_frame_264.txt
00084_frame_180.jpg,00084_frame_180.txt
00116_frame_24.jpg,00116_frame_24.txt
C0078_frame_225.jpg,C0078_frame_225.txt
00046_frame_420.jpg,00046_frame_420.txt
C0103_frame_1250.jpg,C0103_frame_1250.txt
00109_frame_240.jpg,00109_frame_240.txt
00086_frame_540.jpg,00086_frame_540.txt
00066_frame_564.jpg,00066_frame_564.txt
00086_frame_156.jpg,00086_frame_156.txt
00058_frame_432.jpg,00058_frame_432.txt
00061_frame_60.jpg,00061_frame_60.txt
00109_frame_72.jpg,00109_frame_72.txt
00065_frame_168.jpg,00065_frame_168.txt
00079_frame_36.jpg,00079_frame_36.txt
00074_frame_300.jpg,00074_frame_300.txt
C0095_frame_1500.jpg,C0095_frame_1500.txt
00087_frame_108.jpg,00087_frame_108.txt
00080_frame_108.jpg,00080_frame_108.txt
00050_frame_432.jpg,00050_frame_432.txt
00079_frame_156.jpg,00079_frame_156.txt
00075_frame_456.jpg,00075_frame_456.txt
00065_frame_216.jpg,00065_frame_216.txt
00077_frame_36.jpg,00077_frame_36.txt
00063_frame_36.jpg,00063_frame_36.txt
00069_frame_96.jpg,00069_frame_96.txt
00083_frame_192.jpg,00083_frame_192.txt
C0083_frame_125.jpg,C0083_frame_125.txt
00080_frame_132.jpg,00080_frame_132.txt
C0111_frame_125.jpg,C0111_frame_125.txt
00083_frame_264.jpg,00083_frame_264.txt
00063_frame_96.jpg,00063_frame_96.txt
C0083_frame_575.jpg,C0083_frame_575.txt
00086_frame_216.jpg,00086_frame_216.txt
C0102_frame_400.jpg,C0102_frame_400.txt
00081_frame_672.jpg,00081_frame_672.txt
00056_frame_192.jpg,00056_frame_192.txt
00086_frame_456.jpg,00086_frame_456.txt
C0103_frame_2150.jpg,C0103_frame_2150.txt
00074_frame_336.jpg,00074_frame_336.txt
00054_frame_120.jpg,00054_frame_120.txt
00066_frame_408.jpg,00066_frame_408.txt
00068_frame_132.jpg,00068_frame_132.txt
C0092_frame_0.jpg,C0092_frame_0.txt
00054_frame_0.jpg,00054_frame_0.txt
00081_frame_96.jpg,00081_frame_96.txt
C0074_frame_100.jpg,C0074_frame_100.txt
00076_frame_324.jpg,00076_frame_324.txt
00079_frame_780.jpg,00079_frame_780.txt
00087_frame_396.jpg,00087_frame_396.txt
00110_frame_564.jpg,00110_frame_564.txt
00065_frame_0.jpg,00065_frame_0.txt
00046_frame_60.jpg,00046_frame_60.txt
00077_frame_564.jpg,00077_frame_564.txt
00061_frame_372.jpg,00061_frame_372.txt
00117_frame_660.jpg,00117_frame_660.txt
00088_frame_300.jpg,00088_frame_300.txt
00111_frame_588.jpg,00111_frame_588.txt
C0122_frame_1475.jpg,C0122_frame_1475.txt
00087_frame_240.jpg,00087_frame_240.txt
00066_frame_492.jpg,00066_frame_492.txt
00055_frame_288.jpg,00055_frame_288.txt
C0094_frame_1375.jpg,C0094_frame_1375.txt
00117_frame_192.jpg,00117_frame_192.txt
00074_frame_504.jpg,00074_frame_504.txt
00088_frame_1200.jpg,00088_frame_1200.txt
00088_frame_480.jpg,00088_frame_480.txt
00066_frame_420.jpg,00066_frame_420.txt
00088_frame_552.jpg,00088_frame_552.txt
00075_frame_216.jpg,00075_frame_216.txt
00088_frame_324.jpg,00088_frame_324.txt
C0093_frame_825.jpg,C0093_frame_825.txt
00117_frame_696.jpg,00117_frame_696.txt
00117_frame_300.jpg,00117_frame_300.txt
00058_frame_240.jpg,00058_frame_240.txt
00054_frame_60.jpg,00054_frame_60.txt
00074_frame_0.jpg,00074_frame_0.txt
C0097_frame_875.jpg,C0097_frame_875.txt
00081_frame_480.jpg,00081_frame_480.txt
00062_frame_96.jpg,00062_frame_96.txt
C0120_frame_850.jpg,C0120_frame_850.txt
00111_frame_516.jpg,00111_frame_516.txt
00049_frame_300.jpg,00049_frame_300.txt
00077_frame_660.jpg,00077_frame_660.txt
00065_frame_156.jpg,00065_frame_156.txt
00117_frame_768.jpg,00117_frame_768.txt
00098_frame_120.jpg,00098_frame_120.txt
C0078_frame_100.jpg,C0078_frame_100.txt
C0103_frame_300.jpg,C0103_frame_300.txt
00075_frame_732.jpg,00075_frame_732.txt
00074_frame_408.jpg,00074_frame_408.txt
C0122_frame_1550.jpg,C0122_frame_1550.txt
00049_frame_84.jpg,00049_frame_84.txt
00075_frame_132.jpg,00075_frame_132.txt
00075_frame_756.jpg,00075_frame_756.txt
00061_frame_672.jpg,00061_frame_672.txt
00069_frame_396.jpg,00069_frame_396.txt
00069_frame_264.jpg,00069_frame_264.txt
00049_frame_60.jpg,00049_frame_60.txt
C0086_frame_700.jpg,C0086_frame_700.txt
C0122_frame_125.jpg,C0122_frame_125.txt
00069_frame_288.jpg,00069_frame_288.txt
C0071_frame_725.jpg,C0071_frame_725.txt
00046_frame_252.jpg,00046_frame_252.txt
00049_frame_24.jpg,00049_frame_24.txt
00116_frame_48.jpg,00116_frame_48.txt
00068_frame_24.jpg,00068_frame_24.txt
00046_frame_492.jpg,00046_frame_492.txt
00075_frame_60.jpg,00075_frame_60.txt
00056_frame_264.jpg,00056_frame_264.txt
00054_frame_12.jpg,00054_frame_12.txt
00111_frame_552.jpg,00111_frame_552.txt
00088_frame_288.jpg,00088_frame_288.txt
00088_frame_708.jpg,00088_frame_708.txt
00077_frame_516.jpg,00077_frame_516.txt
00075_frame_768.jpg,00075_frame_768.txt
00081_frame_984.jpg,00081_frame_984.txt
00097_frame_312.jpg,00097_frame_312.txt
00097_frame_804.jpg,00097_frame_804.txt
00109_frame_48.jpg,00109_frame_48.txt
00097_frame_504.jpg,00097_frame_504.txt
00047_frame_204.jpg,00047_frame_204.txt
00079_frame_684.jpg,00079_frame_684.txt
00075_frame_792.jpg,00075_frame_792.txt
00097_frame_324.jpg,00097_frame_324.txt
00066_frame_444.jpg,00066_frame_444.txt
00090_frame_120.jpg,00090_frame_120.txt
00083_frame_156.jpg,00083_frame_156.txt
00081_frame_240.jpg,00081_frame_240.txt
00111_frame_228.jpg,00111_frame_228.txt
00056_frame_180.jpg,00056_frame_180.txt
00078_frame_432.jpg,00078_frame_432.txt
00085_frame_144.jpg,00085_frame_144.txt
00111_frame_408.jpg,00111_frame_408.txt
C0119_frame_500.jpg,C0119_frame_500.txt
00079_frame_336.jpg,00079_frame_336.txt
00075_frame_144.jpg,00075_frame_144.txt
00115_frame_720.jpg,00115_frame_720.txt
00049_frame_240.jpg,00049_frame_240.txt
00081_frame_492.jpg,00081_frame_492.txt
00046_frame_504.jpg,00046_frame_504.txt
00074_frame_528.jpg,00074_frame_528.txt
00117_frame_756.jpg,00117_frame_756.txt
00075_frame_108.jpg,00075_frame_108.txt
00056_frame_252.jpg,00056_frame_252.txt
00075_frame_276.jpg,00075_frame_276.txt
00080_frame_36.jpg,00080_frame_36.txt
00075_frame_924.jpg,00075_frame_924.txt
C0103_frame_825.jpg,C0103_frame_825.txt
C0076_frame_100.jpg,C0076_frame_100.txt
00087_frame_336.jpg,00087_frame_336.txt
00077_frame_324.jpg,00077_frame_324.txt
00065_frame_660.jpg,00065_frame_660.txt
00088_frame_276.jpg,00088_frame_276.txt
00049_frame_204.jpg,00049_frame_204.txt
00055_frame_36.jpg,00055_frame_36.txt
00062_frame_0.jpg,00062_frame_0.txt
00097_frame_600.jpg,00097_frame_600.txt
00115_frame_192.jpg,00115_frame_192.txt
00056_frame_156.jpg,00056_frame_156.txt
00047_frame_192.jpg,00047_frame_192.txt
00056_frame_60.jpg,00056_frame_60.txt
C0097_frame_775.jpg,C0097_frame_775.txt
00077_frame_612.jpg,00077_frame_612.txt
00090_frame_228.jpg,00090_frame_228.txt
00109_frame_288.jpg,00109_frame_288.txt
00109_frame_528.jpg,00109_frame_528.txt
00075_frame_384.jpg,00075_frame_384.txt
00046_frame_624.jpg,00046_frame_624.txt
00081_frame_216.jpg,00081_frame_216.txt
00088_frame_768.jpg,00088_frame_768.txt
00056_frame_72.jpg,00056_frame_72.txt
C0095_frame_775.jpg,C0095_frame_775.txt
00080_frame_120.jpg,00080_frame_120.txt
00079_frame_192.jpg,00079_frame_192.txt
00078_frame_504.jpg,00078_frame_504.txt
00068_frame_36.jpg,00068_frame_36.txt
00081_frame_132.jpg,00081_frame_132.txt
00110_frame_108.jpg,00110_frame_108.txt
00066_frame_588.jpg,00066_frame_588.txt
00056_frame_48.jpg,00056_frame_48.txt
00065_frame_12.jpg,00065_frame_12.txt
00087_frame_348.jpg,00087_frame_348.txt
00110_frame_432.jpg,00110_frame_432.txt
00087_frame_312.jpg,00087_frame_312.txt
00088_frame_1188.jpg,00088_frame_1188.txt
00079_frame_516.jpg,00079_frame_516.txt
00069_frame_24.jpg,00069_frame_24.txt
00060_frame_336.jpg,00060_frame_336.txt
00067_frame_72.jpg,00067_frame_72.txt
00115_frame_216.jpg,00115_frame_216.txt
00046_frame_300.jpg,00046_frame_300.txt
00115_frame_48.jpg,00115_frame_48.txt
00109_frame_636.jpg,00109_frame_636.txt
C0100_frame_1875.jpg,C0100_frame_1875.txt
C0088_frame_75.jpg,C0088_frame_75.txt
00116_frame_60.jpg,00116_frame_60.txt
C0108_frame_50.jpg,C0108_frame_50.txt
00058_frame_444.jpg,00058_frame_444.txt
C0101_frame_725.jpg,C0101_frame_725.txt
00090_frame_108.jpg,00090_frame_108.txt
C0111_frame_1750.jpg,C0111_frame_1750.txt
00064_frame_300.jpg,00064_frame_300.txt
00088_frame_1092.jpg,00088_frame_1092.txt
00114_frame_156.jpg,00114_frame_156.txt
00085_frame_96.jpg,00085_frame_96.txt
00074_frame_120.jpg,00074_frame_120.txt
C0111_frame_1775.jpg,C0111_frame_1775.txt
00098_frame_192.jpg,00098_frame_192.txt
C0087_frame_125.jpg,C0087_frame_125.txt
00075_frame_852.jpg,00075_frame_852.txt
00049_frame_216.jpg,00049_frame_216.txt
C0119_frame_925.jpg,C0119_frame_925.txt
00097_frame_972.jpg,00097_frame_972.txt
00068_frame_432.jpg,00068_frame_432.txt
00083_frame_336.jpg,00083_frame_336.txt
00049_frame_252.jpg,00049_frame_252.txt
00066_frame_648.jpg,00066_frame_648.txt
00085_frame_336.jpg,00085_frame_336.txt
00060_frame_396.jpg,00060_frame_396.txt
C0077_frame_0.jpg,C0077_frame_0.txt
C0097_frame_500.jpg,C0097_frame_500.txt
00068_frame_168.jpg,00068_frame_168.txt
00117_frame_612.jpg,00117_frame_612.txt
00074_frame_384.jpg,00074_frame_384.txt
00077_frame_348.jpg,00077_frame_348.txt
00065_frame_780.jpg,00065_frame_780.txt
00078_frame_444.jpg,00078_frame_444.txt
00077_frame_768.jpg,00077_frame_768.txt
00082_frame_60.jpg,00082_frame_60.txt
00098_frame_300.jpg,00098_frame_300.txt
C0095_frame_2500.jpg,C0095_frame_2500.txt
00087_frame_60.jpg,00087_frame_60.txt
00083_frame_408.jpg,00083_frame_408.txt
C0094_frame_2275.jpg,C0094_frame_2275.txt
00075_frame_684.jpg,00075_frame_684.txt
00065_frame_240.jpg,00065_frame_240.txt
00061_frame_432.jpg,00061_frame_432.txt
00097_frame_984.jpg,00097_frame_984.txt
00079_frame_852.jpg,00079_frame_852.txt
00060_frame_60.jpg,00060_frame_60.txt
00084_frame_204.jpg,00084_frame_204.txt
00117_frame_828.jpg,00117_frame_828.txt
C0101_frame_575.jpg,C0101_frame_575.txt
C0103_frame_1075.jpg,C0103_frame_1075.txt
00079_frame_792.jpg,00079_frame_792.txt
00110_frame_648.jpg,00110_frame_648.txt
00063_frame_12.jpg,00063_frame_12.txt
C0089_frame_100.jpg,C0089_frame_100.txt
00075_frame_324.jpg,00075_frame_324.txt
00078_frame_396.jpg,00078_frame_396.txt
C0093_frame_875.jpg,C0093_frame_875.txt
00074_frame_12.jpg,00074_frame_12.txt
C0073_frame_350.jpg,C0073_frame_350.txt
00054_frame_48.jpg,00054_frame_48.txt
00046_frame_36.jpg,00046_frame_36.txt
00087_frame_12.jpg,00087_frame_12.txt
00066_frame_504.jpg,00066_frame_504.txt
00088_frame_852.jpg,00088_frame_852.txt
00075_frame_492.jpg,00075_frame_492.txt
00117_frame_492.jpg,00117_frame_492.txt
C0094_frame_1325.jpg,C0094_frame_1325.txt
00079_frame_432.jpg,00079_frame_432.txt
00079_frame_0.jpg,00079_frame_0.txt
00087_frame_252.jpg,00087_frame_252.txt
00086_frame_144.jpg,00086_frame_144.txt
00061_frame_408.jpg,00061_frame_408.txt
00109_frame_192.jpg,00109_frame_192.txt
00055_frame_132.jpg,00055_frame_132.txt
00051_frame_24.jpg,00051_frame_24.txt
00060_frame_108.jpg,00060_frame_108.txt
C0086_frame_475.jpg,C0086_frame_475.txt
00076_frame_84.jpg,00076_frame_84.txt
C0122_frame_1450.jpg,C0122_frame_1450.txt
00069_frame_408.jpg,00069_frame_408.txt
00075_frame_624.jpg,00075_frame_624.txt
00047_frame_288.jpg,00047_frame_288.txt
00089_frame_84.jpg,00089_frame_84.txt
00065_frame_312.jpg,00065_frame_312.txt
00110_frame_744.jpg,00110_frame_744.txt
00075_frame_168.jpg,00075_frame_168.txt
00075_frame_228.jpg,00075_frame_228.txt
C0098_frame_875.jpg,C0098_frame_875.txt
00074_frame_672.jpg,00074_frame_672.txt
C0092_frame_1000.jpg,C0092_frame_1000.txt
00058_frame_300.jpg,00058_frame_300.txt
00079_frame_324.jpg,00079_frame_324.txt
C0076_frame_1075.jpg,C0076_frame_1075.txt
00046_frame_12.jpg,00046_frame_12.txt
00090_frame_732.jpg,00090_frame_732.txt
00084_frame_108.jpg,00084_frame_108.txt
00081_frame_168.jpg,00081_frame_168.txt
00077_frame_648.jpg,00077_frame_648.txt
00087_frame_216.jpg,00087_frame_216.txt
C0082_frame_150.jpg,C0082_frame_150.txt
00097_frame_636.jpg,00097_frame_636.txt
00046_frame_660.jpg,00046_frame_660.txt
00109_frame_384.jpg,00109_frame_384.txt
00109_frame_456.jpg,00109_frame_456.txt
00087_frame_264.jpg,00087_frame_264.txt
00060_frame_264.jpg,00060_frame_264.txt
00062_frame_132.jpg,00062_frame_132.txt
00109_frame_648.jpg,00109_frame_648.txt
C0103_frame_425.jpg,C0103_frame_425.txt
